Title,Abstract,Author,Aggregation_Type,Publisher,Publication_Date,Institutions,Keywords
Toward AI for human beings: Human centric AI Zinrai,"The demand for information and communications technology (ICT) has grown remarkably in recent years, with customers wanting to leverage it to transform their on-site work and create new business opportunities through innovations. In this climate, the deployment of artificial intelligence (AI) is attracting special interest. In the Fujitsu Group, Fujitsu Laboratories has been the hub of the research and development of AI since the 1980s, aiming to realize its practical application. Today, our knowledge and expertise in AI are integrated into a structured system-Human Centric AI Zinrai (hereafter, Zinrai). Based on Fujitsu's knowledge and know-how gained through cutting-edge research, Zinrai comprises the component technologies of sensing and recognition, knowledge processing, and decision-making and support, together with learning technologies that allow these features to be enhanced and grow. Fujitsu takes a unique approach to AI because these technologies are organically integrated to facilitate an ICT environment that helps enrich people's lives and society. This paper presents contextual accounts of AI development at Fujitsu, and describes innovative technologies that represent the four areas of technology within Zinrai: learning, sensory-media, knowledge, and mathematics. It also gives some accounts of collaborative initiatives with our customers to promote the AI business.",Yamakage Y.; Okamoto S.,Journal,Fujitsu Scientific and Technical Journal,2017-01-01,Fujitsu Limited,
Evolutionary design: The application of biological strategies in the product design process,"The research aimed at understanding how strategies developed by nature endure and sustain organisms and the environment in which they are placed. Accordingly, this understanding of biological strategies led to the development of a product design process that enhances both the innovation and sustainability of the product and its surroundings. An in-depth comparison was discussed of two main strategic directions that shape existing nature-inspired design process; outcome-focused strategies and process-focused strategies. Two processes were developed that follow nature's method of adapting to survive in changing environments which were tested in the product design field. The approach of experimentation was divided into two main parts; case studies and interactive participant labs to experiment and apply the research outcome. Participants from different disciplines and professional backgrounds were involved in both experimentation methods. The methods were analysed using observation, interviews, questionnaires, and focus group discussions. The experiments showed that participants from the design, engineering, and management fields produced sustainable outcomes by applying the proposed processes in their projects. By introducing nature-inspired processes during the start of project development, participants were able to create sustainable solutions. The proposed framework can be applied in the education sectors for design students. It can also be applicable for professional design projects to achieve advanced sustainable outcomes.",Lotfi N.,Journal,International Journal of Design and Nature and Ecodynamics,2017-01-01,German University in Cairo,Evolution ;  Processes ;  Product design ;  Strategies ;  Sustainability
"The de Mestral project: Using macro photo-journaling to stimulate interest in bio-inspired design and science, technology, engineering and mathematics disciplines","Bio-inspired design (BID) and its many variants (biomimetics, biomimicry etc.) continues to be a promising innovation methodology in which practitioners from industry and academia search nature's evolutionary diversity for meaningful design opportunities. However, despite BID's potential to contribute greater value to society, it remains an obscure field. In this paper, we present a case demonstrating how a novel educational exercise could play an important role in advancing the field by stimulating student interest in BID and the more broadly associated Science Technology, Engineering and Mathematics (STEM) fields which drive it. Specifically, we discuss a cross-disciplinary university seminar that uses an experimental photo journaling exercise called the ""de Mestral Project"" which aims to recreate the successful invention process of Velcro by Engineer Georges de Mestral. This exercise cultivates observation skills, or the ability to look closer at the natural world as a foundation for uncovering new opportunities for design. Critical to the activity is the use of macro photography to help facilitate this discovery process. The outcome of this project has led to early stage BID concepts that have been explored more deeply in subsequent funded research efforts and in capstone Industrial Design studio projects. The development of the de Mestral project in ongoing; the purpose of this paper is to describe its methods and preliminary outcomes.",Kennedy B.,Journal,International Journal of Design and Nature and Ecodynamics,2017-01-01,Virginia Polytechnic Institute and State University,Bio-inspiration ;  Bio-inspired design ;  Biomimetics ;  Biomimicry ;  Innovation ;  Interdisciplinary collaboration ;  STEM ;  Sustainable design
"Science, education & industry: Synergistic cooperation for innovation","The paper presents issues concerning the relations at the crossroad of research, education and industry in the aspect of effective cooperation to obtain the proper level of synergy for solving power engineering problems, especially energy self-sufficiency and requirements of applying innovative solutions in this area. Methods of assessment of research works in universities and research institutions have been discussed, underlining the necessity to provide greater appreciation and support of application research. Scientific staff availability in the area of broadly defined power engineering has been assessed and problems of engineers’ education have been described. The need for new directions and forms of education as well as for continuous promotion of the significance of power engineering as a branch of economy is essential for efficient operation of the country, which in view of limited energy resources is a major issue.",Bartosik M.; Kamrat W.; Kaźmierkowski M.; Lewandowski W.; Pawlik M.; Peryt T.; Skoczkowski T.; Strupczewski A.; Szeląg A.,Journal,Przeglad Elektrotechniczny,2017-01-01,"Narodowe Centrum Badań Jądrowych, Otwock;Polish Geological Institute - National Research Institute;Gdańsk University of Technology;Lodz University of Technology;Politechnika Warszawska;Wydział IV Nauk Technicznych PAN;Polska Grupa Energetyczna S.A.",Education of engineers ;  Energy-oriented education of society ;  Problem based learning ;  Scientific staff
Failing to prepare. Prepare to fail?,"Purpose: This paper aims to review the latest management developments across the globe and pinpoints practical implications from cutting-edge research and case studies. Design/methodology/approach: This briefing is prepared by an independent writer who adds their own impartial comments and places the articles in context. Findings: Should you teach an engineering student about Marxist interpretations of Jane Austen? Or a philosophy student about how to fix a broken leg? Well, unless you were desirous of an especially rounded education, then this would seem pretty pointless. However, it has been the lament of many specialists that mainstream education simply follows the paths established centuries before, and do not reflect modern needs of students. Could this also be true of the highly regarded Masters of Business Administration and the students paying tens of thousands of dollars to put themselves through it? Practical implications: This study provides strategic insights and practical thinking that have influenced some of the world’s leading organizations. Originality/value: The briefing saves busy executives and researchers hours of reading time by selecting only the very best, most pertinent information and presenting it in a condensed and easy-to-digest format.",Linacre S.,Journal,Human Resource Management International Digest,2017-01-01,Emerald Group Publishing Limited,Development ;  Innovation ;  Leadership ;  Learning ;  Management
Investigación e innovación responsables: Retos teóricos y políticos,"The present article postulates the value of the new ways of looking at the relations between science, technology, public / policies and society. On the one hand, Science and Technology Studies / foreshadow / alternative models for understanding the governance of science. On the other, within the institutional framework at the heart of the ""Horizon 2020"" strategy, the political language associated with responsible research and innovation (RRI) is gaining in importance, arguing that those who engage in research and engineering activities should do a better job of aligning their processes and outcomes with the values, needs and expectations of European society. The article offers a critical dialogue between the theoretical advances and the new political language, and suggests that the significance, scope and application of an RRI-based focus will depend on the economic and sociopolitical dynamics by which science and technology are instrumentalised and regulated.",Eizagirre A.,Journal,"Sociologia, Problemas e Praticas",2017-01-01,Mondragon Unibertsitatea,Governance ;  Responsible research and innovation ;  Science ;  Society
"Chapter 2: Bioactive Glass-ceramics: Processing, Properties and Applications","Bioactive glass-ceramics (BGCs) are among the biomaterials that elicit a particular biological reaction at the interface of the material, which stimulates cell proliferation, gene response and the formation of a bond between living tissue and the material. Conventionally, BGCs have been tested to fill and restore bone defects, which led to commercial products such as Cerabone®, Biosilicate®, Ceravital® and Bioverite®. This category of biomaterials has become an emerging research field for bone and soft tissue engineering applications. This book chapter outlines the compositions, processing, properties and applications of commercial and promising types of BGCs. Some valuable reports dealing with magnetic BGCs, radiopaque BGCs, composites, coatings, gel-derived BGCs, scaffolds and their relevant issues are reviewed and discussed. It is our hope that this book chapter will provide an insightful summary and discussion on the present and future state of bioactive glass-ceramics, leading to significant innovations in this field.",Montazerian M.; Zanotto E.,Book Series,RSC Smart Materials,2017-01-01,Universidade Federal de São Carlos,
Using innovation contests to promote the development of generic technologies,"Many technology firms organize innovation contests to discover ideas for new goods, services, and business models. This article investigates an innovation contest during its early phases regarding designing generic technologies. Generic technologies empower the design of several technological applications for multiple markets, create value across several domains, and contribute to the disruption of existing industries. Actors involved in generic technology innovation contests are confronted with double uncertainties in which the scopes of both technologies and markets are uncertain. Based on in-depth analysis of a case study conducted at a leading semiconductor manufacturer, STMicroelectronics, findings describe various phases of generic technology innovation contests, highlighting how such phases support generic potential of ideas to obtain technological platforms. Implications for innovation contests in high-tech environments are discussed.",Kokshagina O.; Gillier T.; Cogez P.; Le Masson P.; Weil B.,Journal,Technological Forecasting and Social Change,2017-01-01,Grenoble Ecole de Management;Mines Paris - PSL;AENEAS;STIM,General purpose technology ;  Generic technology ;  Innovation contest ;  Semiconductors ;  Uncertainty
Modelling of the age-hardening behavior in AA6xxx within a through-process modelling framework,"The manufacturing of AA6xxx car body panels typically consists of rolling, ageing and forming processes. Thus, multiple simulation tools can be coupled to set up a through-process modelling (TPM) framework for predicting the evolution of microstructure and the final mechanical properties of these products. In order to realize such a TPM concept, various industrial processing phenomena were studied and modelled in the open innovation research cluster “Advanced Metals and Processes” (AMAP♯). This work focuses on the age hardening behavior which takes place during the industrial paint bake process. To reflect the microstructure evolution of this processing step, a multi-component precipitation model is developed. So far, the influences of thermomechanical processes, i.e. annealing temperature on the kinetics of MgxSiy precipitates during artificial aging were implemented. The precipitation model was linked to a yield strength model in order to simulate the evolution of mechanical properties within the TPM framework. For validation, the evolution of microstructure and mechanical properties of an AA6016 alloy during artificial ageing was investigated via transmission electron microscopy (TEM) and tensile testing. The simulation results are in agreement with experimental observations.",Mao F.; Bollmann C.; Brüggemann T.; Liang Z.; Jiang H.; Mohles V.,Book Series,Materials Science Forum,2017-01-01,Hydro Aluminium Rolled Products GmbH;Rheinisch-Westfälische Technische Hochschule Aachen;Novelis Research and Technology Center Göttingen;Aleris Rolled Products Germany GmbH,Age hardening ;  Al-Mg-Si ;  Modelling ;  Precipitation
The emergence and diffusion of grassroots energy innovations: Building an interdisciplinary approach,"This paper highlights the role of grassroots innovations in enhancing the use of renewable energy sources and proposes a conceptual interdisciplinary framework to analyze their emergence and diffusion in future empirical studies. Drawing on previous literature on grassroots innovations and preliminary empirical studies, our approach contributes to grassroots innovation and energy research and highlights the connections between culture, everyday life and community energy initiatives. We stress the need to study individual and community level behavior and everyday practices in multiple cultural contexts in order to gain deeper understanding on how grassroots innovations emerge. Our study also emphasizes the need to examine the paths how grassroots innovations diffuse.",Korjonen-Kuusipuro K.; Hujala M.; Pätäri S.; Bergman J.; Olkkonen L.,Journal,Journal of Cleaner Production,2017-01-01,LUT kauppakorkeakoulu;Tampere University,Community energy ;  Everyday practice ;  Grassroots innovation ;  Renewable energy
A study on metadata structure and recommenders of biological systems to support bio-inspired design,"Bio-inspired design was introduced as an alternative method to encourage breakthrough innovations during design projects by stimulating analogical reasoning and thinking of designers. However, the method did not perform as well as researchers expected because most designers, who are novices in the fields of biology and ecology, cannot infer the proper analogue (i.e. biological system) from nature. To resolve this fundamental problem, a causal model based representation framework for ‘analogical reasoning’ – searching and selecting the biological systems to apply – have been developed. In addition, ontology based repository structures and retrieval systems have been proposed to support ‘analogical thinking’ of designers. Nevertheless, these systematic approaches still restrict the candidates and inevitably lose potential biological systems relevant to the design project, due to the ‘physical relation’ biased problem and the ambiguity of the indexing mechanism of both current representation frameworks and retrieval systems. For example, the causality based support system known as a robust representation framework for a single biological system, stores information of a biological system only by its internal ‘physical relations’ and retrieves biological systetabms only by the physical relevance. However, from the perspective of ecological thinking, the further relatedness of ‘physical, biological, and ecological relations’ composes the holistic concept used to identify an organism in the flow of evolution because the ‘biological and ecological relations’ are also involved in the traits that designers may be interested in. Therefore, the supplementary information for ‘biological and ecological relations’ must be added to index the biological and environmental interactions, and to use the connectivity among entire organisms in the retrieval process. In this research, a causality based holistic representation framework for biological systems and an ‘all-connected’ ontology based repository and retrieval system are developed as a knowledge-based recommendation system to support bio-inspired design. The knowledge-based system we developed allows engineering designers to search and select a particular biological system and extract design strategy without much biological knowledge. This effort provides more opportunities in a bio-inspired design process by adding potential biological systems that might previously not have been considered.",Kim S.; Lee J.,Journal,Engineering Applications of Artificial Intelligence,2017-01-01,Korea Advanced Institute of Science and Technology,Bio-inspired design ;  Biological system metadata modeling ;  Knowledge-based system ;  Ontology ;  Recommendation system
"Aspects of the national catalogue of assistive technology products of the ministry of science, technology and innovation in Brazil: A survey on the degree of knowledge of the catalog","This article is a case study on the National Catalogue of Assistive Technology developed by the Ministry of Science, Technology and Innovation, along with the Institute of Social Technology (ITS Brazil). The available services provided by the catalog are covered by the assistive technologies, citing some references about such technologies. A survey was conducted with thirteen people with physical, visual or auditory, who answered a form with seven questions in order to know if these users know the book or have purchased a product via the platform.",Scatolim R.; dos Santos J.; da Cruz Landim P.; Fermino S.; Cardozo D.,Book Series,Advances in Intelligent Systems and Computing,2017-01-01,"Universidade de São Paulo;Universidade Estadual Paulista ""Júlio de Mesquita Filho"";Rua Floriano Peixoto. 839-873 Centro",Accessibility ;  Assistive technology ;  Disabilities ;  National catalog of assistive technology
CAPE role in engineering innovation: Part 2-the coming revolution,"The advancement of science in the past century gave rise to a number of revolutionary discoveries that deeply affected the way of life of our society. A brief description of today's state of the art software in Process Systems Engineering: meta-models providing an integrated/unified decision support framework at all levels (strategic, tactic, operational) to the industry is presented in this second part. Additionally, knowledge as base of future developments and the efforts that CAPE approach has envisaged in order to develop systems thinking and systems problem solving are also introduced. Finally, it is also presented the research project called Batch Process Ontology Framework based on ISA standards, which has evolved along different fields of CAPE, regarding optimization methodologies, batch process, monitoring & control, scheduling, supply chain design, life cycle assessment, mathematical programming, modeling, and operations research.",Puigjaner L.; Muñoz E.; Capón-García E.,Book Series,Advances in Intelligent Systems and Computing,2017-01-01,"Centro de Investigación en Matemáticas, A.C.;ETH Zürich;Universitat Politécnica de Catalunya",Computer aided process engineering ;  Process systems engineering ;  Software Engineering
Modular experience-based smart innovation engineering system,"The current paper presents the systematic approach for supporting the product innovation process of manufactured products. The proposed system uses a collective, team-like knowledge developed by innovation related experiences of the formal decisional events. The proposed system for smart innovation engineering carries the promise to support the innovation processes in a quick and efficient way. It stores the past decisional events or sets of experiences related to innovation issues, which significantly enhances innovation progression. Implementing this system in the process of product innovation enables entrepreneurs and organizations to take enhanced innovative decisions at appropriate time.",Waris M.; Sanin C.; Szczerbicki E.,Book Series,Advances in Intelligent Systems and Computing,2017-01-01,"Gdańsk University of Technology;The University of Newcastle, Australia",Decisional DNA ;  Product design ;  Product innovation ;  Set of experience ;  Smart innovation engineering ;  Smart knowledge management system
Methods of assessing the level of the technology innovation and polish innovativeness in years 2010-2014,This paper is the review of methods that are used to assess the level of the technology innovation. Shown is the detailed scheme of technology transfer project and the most popular methods of the project management. This is followed by the innovation audit steps. Next section is an analysis of statistics of Polish innovation indexes. The contains the information about Global innovation Index and shown is Polish position among the all countries.,Kamińska A.; Wilimowska Z.,Book Series,Advances in Intelligent Systems and Computing,2017-01-01,University of Wrocław,Global innovation index ;  Innovation audit ;  Technology innovation ;  Validation of technology
Life cycle energy efficiency in building structures: A review of current developments and future outlooks based on BIM capabilities,"The continuous developments of Building Information Modelling (BIM) in Architecture, Engineering and Construction (AEC) industry supported by the advancements in material resourcing and construction processes could offer engineers the essential decision-making procedures to leverage the raising demands for sustainable structural designs. This article brings together the theory of Life Cycle Assessment (LCA) and the capabilities of BIM to survey the current developments in the energy efficiency of structural systems. In addition, the article explores the engineering dimensions of common decision-making procedures within BIM systems including optimisation methods, buildability and safety constraints and code compliance limitations. The research presents critical expositions in both engineering and sustainable energy domains. The article then argues that future innovations in the sustainable decision-making of buildings’ structures would require BIM-integrated workflows in order to facilitate the conflicting nature of both energy efficient and engineering performance indexes. Finally, the study puts forward a series of research guidelines for a consolidated decision paradigm that utilises the capabilities of BIM within the engineering and sustainable energy domains in a synergistic manner.",Eleftheriadis S.; Mumovic D.; Greening P.,Journal,Renewable and Sustainable Energy Reviews,2017-01-01,The Bartlett Faculty of the Built Environment;Coventry University;Price and Myers,BIM ;  Building systems ;  Energy efficiency ;  LCA ;  Sustainable structures
Simulating the outcomes of contracts: A visual interface supporting start-up financing,"The potential of visualizations for negotiating and representing contracts has been explored in current research around the innovation of law. Visualizations help to increase transparency of legal matters and contribute not only to a better understanding of agreements, but to the overall deal-design. We propose a visualized simulation displaying the outcomes of complex start-up investment agreements at various points in the future. By capturing the standard variables of start-up financing term-sheets, the system supports the pre-negotiation phase between entrepreneurs and investors. Relying on the agent-based modeling framework NetLogo, we facilitate dynamic simulations with parties entering their own priorities and assumptions about the other side. We believe such a tool could prove useful on crowd-funding platforms with their increase of investor-founder relationships. In further research, specific contracts may be tested with populations of entrepreneurs and investors, yielding insights on the desirability of various deal structures.",Plewe D.; Lee H.,Book Series,Advances in Intelligent Systems and Computing,2017-01-01,National University of Singapore,Contract visualization ;  Contracting ;  Online deal-making ;  Proactive law ;  Smart contracts ;  Strategic interfaces ;  Venture financing
"International Conference on Human Factors, Business Management and Society, AHFE 2016","The proceedings contain 115 papers. The special focus in this conference is on Competency-Based Education, Personalized Learning, Motivation in Management, Leadership, Human Resource Management and Education Research. The topics include: The impact of competency-based learning and digital self-assessment on facilitating students’ cognitive and interpersonal skills; virtual environments for competency-oriented education and training; Delphic maxims based applied philosophy for business and governance management; commitment and motivation in professional organization; skills and human engineering issues at task design; the role of crowdfunding as a business model in new media industry; heterogeneity of leadership styles as behavioral units; the role of personality in searching for leadership profiles; a study of the current status of diversity faultlines in Japanese work organizations; a segmented abstraction hierarchy model for business process modeling; engagement in social learning; detecting engagement in online communities of practice; incorporating human factors in course design; usability evaluation of a leap motion-based educational application; a comparative study on the usability of educational platforms used by instructors in the university of the Philippines; a preliminary study of using avatars and learning companions for junior high school students in enhancing studying Chinese classical literature; a preliminary study of integrating an action role-playing game into an ancient prose; different roles in leadership styles in modern organization; innovativeness through time management; involvement of accounting firms in companies’ innovation process and gender bias in the perception of outstanding leadership in the maritime industry.",,Book Series,Advances in Intelligent Systems and Computing,2017-01-01,,
From user scenario to design strategy: Practice research on product innovation,"In the mobile internet era, the meaning of a product depends much more on “scenario”, emphasizing better thinking about the future from the present. The competition on the mobile internet is essentially the vying between scenarios. Based on the analysis of user scenarios and the professional insights, designers can adopt efficient and rational design strategies. Through case studies on user scenarios, designers can evaluate the effects and changes a new design and a new product cause on different customers’ psychology and behavior. Then they can employ targeted measures in design, so as to realize the design goals, promote customers’ understanding and acceptance, and even create both commercial and customer values by product innovation.",Hu J.; Zhou K.,Book Series,Advances in Intelligent Systems and Computing,2017-01-01,Guangdong University of Technology;The College of Post and Telecommunication of WIT,Design strategy ;  Goals ;  Product innovation ;  User scenario
Linking business and technology for future customer creation,"After the 1990s, study on knowledge exploration and exploitation research (March in Organization Science 2(1):71-87, [1]) is initiated. The study recognized the importance of the both of knowledge exploration and exploitation. Furthermore, the knowledge co-creation with the customer and various stakeholders is explored by open innovation and user innovation study. Due to service era, the knowledge creation system affects manufacture companies as well. However, the study focused on knowledge exploration in R&D management of the servitized manufacturing companies is not carried out enough. This paper discusses the importance of management of weak ties for knowledge creation with various stakeholders including the customer in R&D in service era.",Sawatani Y.,Book Series,Advances in Intelligent Systems and Computing,2017-01-01,Tokyo University of Technology,Engineering and design (SSMED) ;  Innovation management ;  Management ;  R&D management ;  Service design ;  Service innovation ;  Service science
Research on the technology transfer efficiency evaluation in industry-university-research institution collaborative innovation and its affecting factors based on the two-stage DEA model,"The traditional technical efficiency measurement regards the technology transfer system as a “black box” and doesn’t penetrate the internal operation mechanism of the system. This paper opens the technology transfer system “black box” of industry-university-research institution (IUR) collaborative innovation, researches the internal structure of the system, and deconstructs the system into two stages: technology innovation stage and industrial value creation stage. On this basis, this paper calculates the technology transfer efficiency based on the two-stage DEA model. The result shows that the overall technology transfer efficiency in IUR collaborative innovation is low, and the bottlenecks for improving the technology transfer efficiency are different for different provinces. Through analyzing the internal and external factors of the system, this paper finds that the good cooperative relationship between enterprises and scientific research institutions can improve the efficiency of technology transfer. Refer to environmental factors, the government supports, the market competition and the demand for new products have positive impact on the efficiency of technology transfer.",Yu Y.; Gu X.; Chen Y.,Book Series,Advances in Intelligent Systems and Computing,2017-01-01,Business School of Sichuan University;Sichuan University of Science & Engineering,Industry-university-research institution collaborative innovation ;  Technology transfer ;  Two-stage DEA
Technology innovation-oriented complex product systems R&D investment and financing risk management: An integrated review,"Increasingly software and embedded intelligence products are integrated in various industrial systems to promote the continuous deepening of the industry 4.0, especially for the complex product systems (CPS). Definitely, the development of CPS is driven by technology innovation-oriented research and development (R&D). Besides, investment and financing have been widely acknowledged as a crucial link in R&D to ensure and sustain the development of CPS and even industry 4.0. However, CPS R&D activities are characterized by complexity and high uncertainty so that risks of the investment and financing are more complex and changeable. Thus, effective risk management for CPS R&D is becoming particularly important. Risk management is a process of determining what risks exist in an investment and then handling those risks in the best-suited way. Therefore, the paper aims at summarizing and analyzing research status for different objects in existing literatures about investment and financing risk management of CPS R&D. And studies are mainly from three aspects: risk assessment, risk early warning, management and control. Based on the past literatures, the future research directions have been proposed and it might be able to serve as a preliminary guide for investment and financing risk management of CPS R&D.",Xu L.; Tang S.,Book Series,Advances in Intelligent Systems and Computing,2017-01-01,Xihua University,CPS ;  Financing ;  Investment ;  R and D ;  Risk management
"Barriers in adopting M-banking system in universities–a case study of public universities of Jamshoro, Pakistan","Educational sector is an important sector which plays a significant role in the development of human capital and ultimately in the economic development of the country. Three public universities “are working in the proximity of Jamshoro, Pakistan more than 50 years. Where university administrations are highly committed to provide the quality education simultaneously they are responsible to hardly consider the services that they provide to students, like the fee-paying system in university. The primary objective of this research work is, to utilize the maximum benefit of technology and solve the issues of students towards traditional fee-paying system by adopting the mobile banking system in university. The research methodology is quantitative approach and data collecting tool is closed ended questionnaire. In order to analyze satisfaction level, so run the Chi square, for identification of issues in fee payment measuring frequencies and correlate issues with students’ satisfaction so applying partial correlation. In order to analyze the administrative authorities’ perceptions towards ICT to innovate traditional system, applying bivariant correlation, finally measuring frequency for barriers in adoption m-payment system.",Ali A.; Kamran A.,Book Series,Advances in Intelligent Systems and Computing,2017-01-01,Institute of Business and Technology,E-banking ;  EDI ;  Innovation resistance ;  Innovative fee paying system ;  M-banking ;  M-banking adoption in developing countries ;  M-commerce ;  Technology adoption
"10th International Conference on Management Science and Engineering Management, ICMSEM 2016","The proceedings contain 138 papers. The special focus in this conference is on Intelligent Systems, Logistics Engineering, Information Technology, Risk Management, Computing Methodology, Project Management, Industrial Engineering and Decision Making Systems. The topics include: A condition monitoring system for blades of wind turbine maintenance management; on interactive learning and mutual trust within the innovation network; a study of urban natural disaster vulnerability assessment based on PCA-TOPSIS method; hotelling model based dynamic pricing of three sides; artificial intelligence for concentrated solar plant maintenance management; slotting optimization of warehousing system based on the Hungarian method; research on evaluation of regional inclusive innovation capacity based on catastrophe progression method; some estimations for the mathematical expectation of renewal-reward process with nonnegative rewards; on general form of tanh method and its application to medical problems; stages and processes of self change of exercise behavior; toward an integrative model of change; multivariable analysis for advanced analytics of wind turbine management; generating distributions through convolution of characteristic functions; bi-objective integer programming of hospitals under dynamic electricity price; longitudinal joint model for instrument and person memories in a quality of life study; asymmetric information effect on transshipment reporting strategy; metasynthesis-based intelligent big data processing paradigm; size effect, neighbour effect and peripheral effect in cross-border tax games; intensified water treatment methods; company z storehouse center layout optimization; a bid evaluation method for multi-attribute online reverse auction and green and lean model for business sustainability.",,Book Series,Advances in Intelligent Systems and Computing,2017-01-01,,
"Advancement of intelligent systems, computing methodology, information technology and decision making systems based on the tenth ICMSEM proceedings","Innovation in management science and engineering management have significantly influenced international economic advancement through the development of efficient innovative managerial tools, developments that will continue to exponentially increase. In this paper, we first give an introduction to the tenth ICMSEM Proceedings Volume I, the goal of which is to present new research on intelligent Systems, computing methodology, information technology and decision making systems. Then, a literature review focuses on the main research content from these four areas, after which we summarize the central issues in the Tenth ICMSEM Proceedings Volume 1 in terms of research foci and conclusions. Finally, we examine the works presented at the ICMSEM by focusing on the MSEM advancements that have been made in the last year. ICMSEM continues to provide a valuable forum academic exchange and communication and will continue to play an important role in promoting MSEM advancements in the future.",,Book Series,Advances in Intelligent Systems and Computing,2017-01-01,,Computing methodology ;  Decision making systems ;  Information technology ;  Intelligent systems
Involvement of accounting firms in companies’ innovation process,"This study aims to understand the involvement of accounting firms in the innovation process of companies. Based on an exploratory methodological approach, eight semi-structured interviews were conducted between November 2014 and March 2015 with accountants working in accounting firms of different sizes, serving companies in the Chaudière-Appalaches region, province of Québec, Canada. The interviews have shown the entrepreneurs’ motivations to innovate, the profile of the initiator of innovative projects, the business profile involving accounting firms in their innovation projects, the entrepreneurs’ expectations, the services offered by accounting firms, and their ability to meet entrepreneurs’ expectations. This study provides insights to improve the innovation capacity of companies with the involvement of accounting firms. In short, this research makes several contributions to the scientific community, business environment, and accounting firms’ environment.",Castonguay Y.; Plamondon D.,Book Series,Advances in Intelligent Systems and Computing,2017-01-01,Université du Québec à Rimouski,Accounting firms ;  Innovation process ;  SMEs
Integrated service and product innovation on life cycle business co-evolution,"The business of manufacturing companies is evolving towards knowledge-intensive industrial services. It is important to stay as near to the customer process as possible in this evolution to enable the growth of efficiency of customer business over the life cycle. In this type of business, in addition to managing material and financial flows, information and knowledge flows have to be managed much better. However, complexity is also increasing because of the new offerings and the need to network all operations and manage distributed information and competence. It is obvious that the business model and other supporting business structures of partners in the value network are in constant transition. It is thus important to master innovation in the customer process over its life cycle. The objective of this article is to introduce a concept of integrated service and product development during various types of innovation in life cycle business evolution routing. When business is changing, various types of innovations tackle it: business, market and life cycle innovation. Knowledge intensive service innovation needs open semantic infrastructure with master data structures provided by life cycle management architecture. The balance in running business comes by synergy management. The hybrid innovation model is been developed as a joint initiative between research institute experts and various international companies and was applied to individual enterprise strategies in order to validate how synergy management by hybrid innovation can be used to drive business value through creation of new services. Insight into one participant case study is provided to substantiate breadth of applicability and ease of use.",Salminen V.; Ruohomaa H.; Koivisto T.,Book Series,Advances in Intelligent Systems and Computing,2017-01-01,Hämeen ammattikorkeakoulu;Noatek Corp.,Co-evolution ;  Hybrid innovation ;  Life cycle management architecture ;  Semantic infrastructure ;  Value model
Innovativeness through time management,"As an imperative resource, time and the usage of it should be analyzed and planned in a proper way to maximize the individual effectiveness, and thus make the time management as a functioning tool. Innovativeness is not any easier issue to master, but if a time personality is understood and taken account, a person’s innovativeness can be effectively utilized. Innovativeness as a concept must be seen from a wider perspective, including both capability and willingness to act, resulting different kinds of target oriented activities in different stages of an innovation process. In this process, individual and group or network level can be separated and the meaning of a time personality for innovativeness can be analyzed to enhance an overall innovation performance of an organization. Research discussed in this paper was done by utilizing applications called Chronos & Kairos and Pursoid. Research results show that there are some very interesting combinations with conscious awareness of individuals towards time and innovativeness. There seems to be a lot individual variation where the amount of time in use is not necessarily correlated positively with the idea of high level of innovative capacity. Future research aspects and recommendations are also discussed in this paper.",Reunanen T.; Windahl R.; Vanharanta H.,Book Series,Advances in Intelligent Systems and Computing,2017-01-01,Turun ammattikorkeakoulu;Tampere University;Wiri Training Ltd,HRM development ;  Proactive innovativeness ;  Time management
Transformational leadership: A leap towards NPD team’s effectiveness,"Transformational leadership has been the center of interest for organizational behavior theorists and management experts due to this leadership style’s significance and appeal with reference to organizational team performance, effectiveness as well as innovativeness. In addition, new product development is considered the core operation of each and every industrial concern. The success of new product development related operations are becoming more challenging in today’s’ turbulent economic conditions. Hence, the current study is an attempt to explore the inter-connection between transformational leadership and new product development team’s effectiveness to support organizational innovation.The empirical study was conducted based on the implementation of especially devised and validated quantitative and qualitative tools. The study sample represented the new product development team’s working at three different global locations of an energy sector company. The data obtained through the mixed mode survey tools was analyzed statistically and qualitatively by implementing statistical methods. The research outcomes revealed that the dimensions of management initiatives (innovation variable), collaboration (NPD team effectiveness variable), communication (NPDteameffectiveness variable) and affiliation with leader (transformational leadership variable) have positive association among each other while product innovation (innovation variable), communication (NPD team effectiveness variable) and leader’s competence to empower its team (transformational leadership variable) have shown negative internal association.",Kazmi S.; Naaranoja M.; Kytölä J.; Kantola J.,Book Series,Advances in Intelligent Systems and Computing,2017-01-01,Vaasan Yliopisto,Innovation ;  New product development ;  Organizational behavior ;  Team effectiveness ;  Transformational leadership
