Title,Abstract,Author,Classification_Codes,Publication_Date,Affiliations_ID,References,Keywords,File_ID
Reply to Chen et al,,Colby D.J.; Posuwan N.; Kroon E.; Phanuphak N.; Ananworanich J.; Robb M.L.; Phanuphak P.; Poovorawan Y.,,2018-07-02,116068966; 60028190; 60016965; 60012786,"Evidence for hepatitis A virus endemic circulation in Israel despite universal toddlers' vaccination since 1999 and low clinical incidence in all age groups; Hepatitis a outbreak among men who have sex with men in a country of low endemicity of hepatitis A infection; Incidence of acute hepatitis A among HIV-positive patients during an outbreak among MSM in Taiwan: Impact of HAV vaccination; Hepatitis A outbreak among men who have sex with men (MSM) predominantly linked with the EuroPride, the Netherlands, July 2016 to February 2017; Ongoing outbreaks of hepatitis A among men who have sex with men (MSM), Berlin, November 2016 to January 2017- linked to other German cities and European countries; Outbreak of hepatitis A associated with men who have sex with men (MSM), England, July 2016 to January 2017; Declining trend of hepatitis a seroepidemiology in association with improved public health and economic status of Thailand; Influence of human immunodeficiency virus type 1 infection on acute hepatitis A virus infection; Hepatitis A and hepatitis B infection prevalence and associated risk factors in men who have sex with men, Bangkok, 2006-2008; Markers of HIV reservoir size and immune activation after treatment in acute HIV infection with and without raltegravir and maraviroc intensification; Hepatitis B and A vaccination in HIV-infected adults: A review",,201801030
The impact of corporate social responsibility on customer satisfaction and loyalty: A case study of the hotel industry in thailand,,Puriwat W.; Tripopsakul S.,,2018-01-01,60028190; 60012448,"Customer satisfaction and shareholder value; SEM made simple: A gentle approach to learning structural equation modeling; Corporat e soci al responsibility: A process model of sensemaking; How companies manage sustainability: Mckinsey global survey results; Corporate social responsibility: Evolution of a definitional construct; Customer perception of CSR initiatives: Its antecedents and consequences; The effects of CSR on customer satisfaction and loyalty in China: The moderating role of corporate image; Brand trust in the context of consumer loyalty; The effects of satisfaction and loyalty on profits and growth: Products versus services; The role played by perceived usability, satisfaction and consumer trust on website loyalty; Doing good to do well? Corporate social responsibility reasons, practices and impacts in small and medium accommodation enterprises; How does corporate social responsibility create customer loyalty? The role of corporate image; Do satisfied customers really pay more? A study of the relationship between customer satisfaction and willingness to pay; Corporate social responsibility and its role in community development: An international perspective; A stakeholder approach to corporate social responsibility: A fresh perspective into theory and practice; Consumer responses to CSR driven microfinance strategy of banks—an empirical investigation based on India; Validating antecedents of c us t ome r l oya l t y f or I ndi a n c e l l phone users; Corporate social responsibility, customer satisfaction, and market value; Hospitality managers’ perception of corporate social responsibility: An explorative study; Consumers’ perceptions of corporate social responsibilities: A cross-cultural comparison; Corporate citizenship: Cultural antecedents and business benefits; CSR and customer loyalty: The roles of trust, customer identification with the company and satisfaction; CSR influence on hotel brand image and loyalty; What do we mean by corporate social responsibility?; Corporate social responsibility: Worth-creating activities; How can corporate social responsibility activities create value for stakeholders? A systematic review",,201802222
Esterification ofhcnzoic acid with 2-ethylhexanol lo valuable chemicals over Ni-Mg-AI mixed oxide catalyst derived from layered-double hydroxide route,,Kuljiraseth J.; Wangriya A.; Jitkornka S.,,2018-01-01,60028190; 60113829,Highly efficient ester iflcation of carboxylic acids with alcohols by montmori i ion ite-en wrapped titanium as a heterogeneous acid catalyst; New method for acrylic acid recovery from industrial waste water via esterification with 2-ethyl hexanol,,201802162
Mixed Integer I.inear Programming (MILP) algorithm study for petrochemical industry supply chain,,Titawat F.; Kitipat S.,,2018-01-01,,,,201802165
Creative industries policy in Thailand: A story of rise and demise,,Parivudhiphongs A.,,2018-12-07,,"Public policy for creative industries; Policy Statement of the Council of Ministers delivered to the National Legislative Assembly Friday 12 September B.E 2557 (2014); Creative industries as policy and discourse outside the United Kingdom; Creative industries as a globally contestable policy field; Trojan horse or Rorschach blot? Creative industries discourse around the world; Cultural economy: a critical review; Cultural and creative industries; Cultural industries and cultural policy; Creative industries in China: four perspectives on social transformation; Economic Contributions of Thailand's Creative Industries, commissioned by Thailand's Ministry of Commerce; Knowledges of the creative economy: towards a relational geography of diffusion and adaptation in Asia; Problematising the creative industries discourse from a perspective of cultural market and creative labour; Politics of the creative industries discourse and its variants; From creative to cultural industries: not all industries are cultural, and no industries are creative; Not so cool Britannia: the role of the creative industries in economic development; State, bureaucracy and polity in modern Thai politics; The definition of the 'cultural industries'; Thailand Upholding a 'Creative Economy'-Concerns that Political Instability Will Be Heavy Weight; Cultural industries and public policy: An oxymoron?; Creative Industries and Development: Culture in Development, or the Cultures of Development?; Globalizing the creative industries concept: travelling policy and transnational policy communities; Policy Statement of the Council of Ministers delivered to the National Assembly on Tuesday 23 August B.E 2554 (2011); Modelling the cultural industries; The global reach of a new discourse: how far can 'creative industries' travel?; Sarub Pon-ngan Samkan Kong Krom Sabsin Tang Panya Mokarakhom 2554 B; Tummai Tong Settakit Sangsun (Why Creative Economy?)",,201800052
Postpartum resolution of obstructive sleep apnea in women with gestational diabetes and the relationship with glucose metabolism,,Amnakkittikul S.; Chirakalwasan N.; Wanitcharoenkul E.; Charoensri S.; Saetung S.; Chanprasertyothin S.; Chailurkit L.o.; Panburana P.; Bumrungphuet S.; Reutrakul S.,,2018-07-01,60028190; 60023868; 60022183; 60015887,Obstructive sleep apnea and diabetes: a state of the art review; Sleep disordered breathing and gestational hypertension: postpartum follow-up study; Poor sleep quality is associated with impaired glucose tolerance in women after gestational diabetes; Aiding sleep in type 2 diabetes: therapeutic considerations; Beneficial impact of sleep extension on fasting insulin sensitivity in adults with habitual sleep restriction,Gestational diabetes; Obstructive sleep apnea; Postpartum; Prediabetes; Sleep duration; Sleep quality,201801127
Regional differences in mammalian pollinators of Mucuna macrocarpa (Leguminosae): A review,,Kobayashi S.; Denda T.; Liao C.; Placksanoi J.; Waengsothorn S.; Aryuthaka C.; Panha S.; Izawa M.,,2018-01-01,60027792; 60028190; 60021944; 60012369; 60015084,"How many flowering plants are pollinated by animals?; Pollination system of trees in Kakachi, a mid-elevation wet evergreen forest in Western Ghats, India; Non-flying mammals as pollinators; Tribe Phaseoleae; Eastern Asiatic species of Mucuna (Leguminosae); Mucuna Adans. (Leguminosae) in Thailand; Bird pollination of explosive flowers while foraging for nectar and caterpillars; Object recognition by echolocation: a nectar-feeding bat exploiting the flowers of a rain forest vine; Monitoring animal activity with automated photography; A mechanical interpretation of terminal branch feeding; Non-flying mammals as pollinating agents in the Amazonian forest; The striped squirrel (Tamiops swinhoei hainanus) as a nectar robber of ginger (Alpinia kwangsiensis); Pollination partners of Mucuna macrocarpa (Fabaceae) at the northern limit of its range; Evaluating types and features of camera traps in ecological studies: a guide for researchers; Pollination and breeding system of the enigmatic South African parasitic plant Mystropetalon thomii (Mystropetalaceae): rodents welcome, but not needed; Squirrel pollination of Mucuna macrocarpa (Fabaceae) in Taiwan; Reproductive biology of three co-occurring, primarily small-mammal pollinated Protea species (Proteaceae); Keel blossoms: Bee flowers with adaptations against bees; Feeding behavior of the Orii's flying-fox, Pteropus dasymallus inopinatus, on Mucuna macrocarpa and related explosive opening of petals, on Okinawajima Island in the Ryukyu Archipelago, Japan; Who can open the flower? Assessment of the flower opening force of mammal-pollinated Mucuna macrocarpa; Flagelliflory and cauliflory as adaptations to bats in Mucuna and other plants; Rediscovery of Mucuna macropoda (Leguminosae: Papilionoideae), and its pollination by bats in Papua New Guinea; Reproductive biology of Ravenala madagascariensis Gmel. as an alien species; Pollination of Ravenala madagascariensis (Strelitziaceae) by lemurs in Madagascar: evidence for an archaic coevolutionary system?; Flower-visiting behavior of native and alien Xylocopa carpenter bees to Japanese Wisteria flowers; Compression and overlap of unique vegetation system of subtropical mountain resembling tropical and temperate forests along elevation; Troop size and structure in free-ranging Formosan macaques (Macaca cyclopis) at Mt. Longevity, Taiwan; Okinawa Woodpeckers Sapheopipo noguchii (Picidae) robbing Mucuna macrocarpa; Extraordinary sexual differences in foraging niche in the Okinawa woodpecker on a subtropical island; Remarks on pollination by bats in the genera Freycinetia, Duabanga, and Haplophragma, and on chiropterology in general; A molecular phylogeny and new infrageneric classification of Mucuna Adans. (Leguminosae-Papilionoideae) including insights from morphology and hypotheses about biogeography; What's so special about Asian tropical forests?; Bats, flowers and fruit: evolutionary relationships in the Old World; Flying foxes as strong interactors in south pacific island ecosystems: A conservation hypothesis; Flower visitors and pollination in the Oriental (Indomalayan) region; Ecological aspects of flower evolution. II. Zoophilous flower classes; The flying fox (P. giganteus) and the palm squirrel (F. tristiatus) as agents of pollinization in (Grevillea robusta A. Cunn.) the silky oak; A new pollination syndrome-squirrel pollination in a tropical rain forest in Lambir Hills National Park, Sarawak, Malaysia; Reproductive biology of Butea monosperma (Fabaceae); Nectar production dynamics and sugar composition in two Mucuna species (Leguminosae, Faboideae) with different specialized pollinators; Bat pollination breakdown in the Caribbean columnar cactus Pilosocereus royenii; A global test of the pollination syndrome hypothesis; Beyond the pollination syndrome: nectar ecology and the role of diurnal and nocturnal pollinators in the reproductive success of Inga sessilis (Fabaceae); Mammal pollinators lured by the scent of a parasitic plant; The pollination niche and its role in the diversification and maintenance of the southern African flora; Scented nectar of Mucuna sempervirens and its ecological function; Bat pollination in the climber Mucuna birdwoodiana; Masked palm civet Paguma larvata apparently feeding on nectar of Mucuna birdwoodiana; Bestäubung der Fabaceae Mucuna flagellipes durch flughunde in Kamerun; Polinização por morcegos em Mucuna urens (Leguminosae); Two cases of bat pollination in Central America; The behavior and interactions of birds visiting Erythrina fusca flowers in the Colombian Amazon; Batty about sea-beans; Pollen morphological evolution in bat pollinated plants",,201802304
Detection of DKD stage 1 and treatment are essential,,Futrakul N.; Futrakul P.,,2018-01-01,102044311; 60022183,"Diabetic nephropathy: current concept of therapeutic strategy toward self-sufficiency; Vascular disease in early stage of diabetic nephropathy; Tubular function and tubulointerstitial disease; Indices indicating early renal microvascular disease in diabetes; Biomarker for early renal microvascular and diabetic kidney diseases; Microvascular dysfunction in normotensive, normoalbuminuric, normo- or hyperfiltrate type 2 diabetes; Vascular homeostasis and angiogenesis determine therapeutic effectiveness in type 2 diabetes",,201802360
Multiple sections per slide for immunohistochemistry: A cost-effective alternative in resource-limited settings,,Bychkov A.; Jain D.,,2018-08-01,,Overview of automated immunohistochemistry; TROP-2 immunohistochemistry: A highly accurate method in the differential diagnosis of papillary thyroid carcinoma; PSMA expression by microvasculature of thyroid tumors: Potential implications for PSMA theranostics; Aberrant expression of CD20 in thyroid cancer and its clinicopathologic significance; PD-L1 immuno-expression assay in thymomas: Study of 84 cases and review of literature; Quantitative assessment of the heterogeneity of PD-L1 expression in non-small-cell lung cancer,Automated immunostaining; Automation; Clinical laboratory techniques; Histological labeling; Immunohistochemistry; Laboratory; Staining; Staining and labeling,201800859
Seizure freedom following surgery for multi-focal epilepsy due to cerebral malaria,,Piromruen P.; Limotai C.,,2018-01-01,,"Malaria. Fact sheet no. 94 updated December 2016; Surgery for temporal lobe epilepsy after cerebral malaria; A new world malaria map: plasmodium falciparum endemicity in 2010; Axonal injury in cerebral malaria; MRI findings in a cohort of brain injured survivors of pediatric cerebral malaria; Electroencephalographic and clinical features of cerebral malaria; Long-term outcomes of resective epilepsy surgery after invasive presurgical evaluation in children with tuberous sclerosis complex and bilateral multiple lesions; Relief of seizures from a predominantly posterior temporal tumor with anterior temporal lobectomy; ECOG in temporal lobe epilepsy; Surgical treatment of complex partial seizures: results, lessons, and problems; Spatial limits of epileptogenic cortex: its relationship to ectopic spike generation; The prognostic value of residual spikes in the postexcision electrocorticogram after temporal lobectomy; Deficits in delayed memory following cerebral malaria: a case study; Blantyre malaria project epilepsy study (BMPES) of neurological outcomes in retinopathy-positive paediatric cerebral malaria survivors: a prospective cohort study; Cerebral malaria and epilepsy; The pathophysiology of malaria; Cerebral malaria: mechanisms of brain injury and strategies for improved neurocognitive outcome",,201802732
Comparative safety and efficacy of apixaban versus warfarin in patients with end stage renal disease: Meta-analysis,,Chokesuwattanaskul R.; Thongprayoon C.; Tanawuttiwat T.; Kaewput W.; Pachariyanon P.; Cheungpasitporn W.,,2018-08-01,60006964; 60004109; 60022183; 60032964; 60002688,Safety and efficacy of apixaban versus warfarin in patients with end-stage renal disease: Meta-analysis; Anticoagulant use and associated outcomes in patients with atrial fibrillation and advanced kidney disease,Apixaban; atrial fibrillation; bleeding complication; meta-analysis; thromboembolic events; vitamin K antagonist; warfarin,201800895
External beam radiotherapy in the treatment of painful bone metastases,,Johnstone C.; Ghia A.J.; Prayongrat A.,,2018-12-28,60012553; 60028190; 60015023,"Then anatomy and pathways of bone metastasis; The NOMS framework: approach to the treatment of spinal metastatic tumors; Skeletal complications of malignancy; Clinical and radiologic characteristics of bone metastases in breast cancer; Palliative radiotherapy trials for bone metastases: a systematic review; Update on the systematic review of palliative radiotherapy trials for bone metastases; Single fraction radiotherapy is efficacious: a further analysis of the Dutch bone metastasis study controlling for the influence of retreatment; Patients with a favourable prognosis are equally palliated with single and multiple fraction radiotherapy:results on survival in the Dutch bone metastasis study; Single versus multiple fractions of repeat radiation for painful bone metastases: a randomised, controlled, non-inferiority trial; Bone metastases: pathophysiology and management policy; [Remineralization and pain relief in bone metastases after after different radiotherapy fractions (10 times 3 Gy vs. 1 time 8 Gy). A prospective study]; Role of postoperative radiation therapy after stabilization of fractures caused by metastatic disease; Impending pathologic fractures from metastatic malignancy: evaluation and management; Metastatic disease in long bones. A proposed scoring system for diagnosing impending pathologic fractures; Spinal instability neoplastic score: an analysis of reliability and validity from the spine oncology study group; Reliability analysis of the epidural spinal cord compression scale; Radiosurgical decompression of metastatic epidural compression; Short-course versus split-course radiotherapy in metastatic spinal cord compression: results of a phase III, randomized, multicenter trial; Short-course radiotherapy (8 Gy x 2) in metastatic spinal cord compression: an effective and feasible treatment; International patterns of practice in palliative radiotherapy for painful bone metastases: evidence-based practice?; A randomized trial of three single-dose radiation therapy regimens in the treatment of metastatic bone pain; Randomized trial of short-versus long-course radiotherapy for palliation of painful bone metastases; 8 Gy single fraction radiotherapy for the treatment of metastatic skeletal pain: randomised comparison with a multifraction schedule over 12 months of patient follow-up. Bone Pain Trial Working Party; The effect of a single fraction compared to multiple fractions on painful bone metastases: a global analysis of the Dutch bone metastasis study; Randomized clinical trial with two palliative radiotherapy regimens in painful bone metastases: 30 Gy in 10 fractions compared with 8 Gy in single fraction; Can physicians accurately predict survival time in patients with metastatic cancer? Analysis of RTOG 97-14; Comparative analysis of risk factors for pathological fracture with femoral metastases; Randomized trial of 8 Gy in 1 versus 20 Gy in 5 fractions of radiotherapy for neuropathic pain due to bone metastases (Trans-Tasman Radiation Oncology Group, TROG 96.05); 8Gy single-dose radiotherapy is effective in metastatic spinal cord compression: results of a phase III randomized multicentre Italian trial; Phase III randomized trial of 8 Gy in 1 fraction v. 30 Gy in 10 fractions for palliation of painful bone metastases: preliminary results of RTOG 97-14; Pain flare in patients with bone metastases after palliative radiotherapy-a nested randomized control trial; Update of the international consensus on palliative radiotherapy endpoints for future clinical trials in bone metastases; Effectiveness of reirradiation for painful bone metastases: a systematic review and meta-analysis; Stereotactic body radiation therapy: a novel treatment modality; Review of image-guided radiation therapy; An evidence based review of proton beam therapy:the report of ASTRO's emerging technology committee; Stereotactic body radiosurgery for spinal metastases: a critical review; Stereotactic body radiation therapy for management of spinal metastases in patients without spinal cord compression: a phase 1-2 trial; Phase 1/2 trial of single-session stereotactic body radiotherapy for previously unirradiated spinal metastases; A dose-response relationship for time to bone pain resolution after stereotactic body radiotherapy (SBRT) for renal cell carcinoma (RCC) bony metastases; Serious complications associated with stereotactic ablative radiotherapy and strategies to mitigate the risk; The tumor radiobiology of SRS and SBRT: are more than the 5 Rs involved?; Radiobiological basis of SBRT and SRS; Radiobiology of stereotactic body radiation therapy/stereotactic radiosurgery and the linear-quadratic model; The linear-quadratic model is inappropriate to model high dose per fraction effects in radiosurgery; Beyond the conventional role of external-beam radiation therapy for skeletal metastases: new technologies and stereotactic directions; Radiotherapy for metastatic bone disease: current standards and future prospectus; Clinical practice of image-guided spine radiosurgery-results from an international research consortium; Stereotactic body radiotherapy for spinal metastases: current status, with a focus on its application in the postoperative patient; The Canadian Association of Radiation Oncology scope of practice guidelines for lung, liver and spine stereotactic body radiotherapy; The role of stereotactic radiosurgery in metastasis to the spine; Stereotactic body radiation for the spine: a review; The current status and future of radiotherapy for spinal bone metastases; Contemporary treatment with radiosurgery for spine metastasis and spinal cord compression in 2015; Stereotactic body radiotherapy (SBRT) for spinal metastases: who will benefit the most from SBRT?; Radiotherapy and radiosurgery for metastatic spine disease: what are the options, indications, and outcomes?; Survival after surgery for spinal and extremity metastases; Survival analysis of 254 patients after manifestation of spinal metastases: evaluation of seven preoperative scoring systems; Predictive value of seven preoperative prognostic scoring systems for spinal metastases; Surgical strategy for spinal metastases; Scoring system for the preoperative evaluation of metastatic spine tumor prognosis; Agreement in the assessment of metastatic spine disease using scoring systems; A revised scoring system for preoperative evaluation of metastatic spine tumor prognosis; Predictive value of Tokuhashi scoring systems in spinal metastases, focusing on various primary tumor groups evaluation of 448 patients in the Aarhus spinal metastases database; Predicting life expectancy in patients with metastatic cancer receiving palliative radiotherapy: the TEACHH model; Validation of a predictive model for survival in metastatic cancer patients attending an outpatient palliative radiotherapy clinic; Recursive partitioning analysis index is predictive for overall survival in patients undergoing spine stereotactic body radiation therapy for spinal metastases; Creation of a prognostic index for spine metastasis to stratify survival in patients treated with spinal stereotactic radiosurgery:secondary analysis of mature prospective trials; Cost-effectiveness analysis of single fraction of stereotactic body radiation therapy compared with single fraction of external beam radiation therapy for palliation of vertebral bone metastases; Stereotactic radiosurgery for spinal metastases from renal cell carcinoma; Radiosurgery for the treatment of spinal melanoma metastases; Stereotactic radiosurgery compared with external radiation therapy as a primary treatment in spine metastasis from renal cell carcinoma: a multicenter, matched-pair study; Stereotactic radiosurgery for primary and metastatic sarcomas involving the spine; Re-irradiation of brain metastases and metastatic spinal cord compression: clinical practice suggestions; Update of human spinal cord reirradiation tolerance based on additional data from 38 patients; Patterns of failure after single-dose radiosurgery for spinal metastasis; Preliminary clinical experience with linear accelerator-based spinal stereotactic radiosurgery; Clinical results of retreatment of vertebral bone metastases by stereotactic conformal radiotherapy and intensity-modulated radiotherapy; Evaluation of image-guided helical tomotherapy for the retreatment of spinal metastasis; Multifractionated image-guided and stereotactic intensity-modulated radiotherapy of paraspinal tumors: a preliminary report; Phase I/II study of stereotactic body radiotherapy for spinal metastasis and its pattern of failure; Radiosurgery for spinal metastases: clinical experience in 500 cases from a single institution; Image-guided robotic radiosurgery for spinal metastases; Proximity of spinous/paraspinous radiosurgery metastatic targets to the spinal cord versus risk of local failure; Stereotactic body radiation therapy for management of spinal metastases in patients without spinal cord compression: a phase 1-2 trial; Spinal cord response to altered fractionation and re-irradiation: radiobiological considerations and role of bioeffect models; Combination kyphoplasty and spinal radiosurgery:a new treatment paradigm for pathological fractures; Local disease control after decompressive surgery and adjuvant high-dose single-fraction radiosurgery for spine metastases; Postoperative radiosurgery for malignant spinal tumors; RTOG 0631 phase 2/3 study of image guided stereotactic radiosurgery for localized (1-3) spine metastases: phase 2 results; CyberKnife stereotactic radiosurgical treatment of spinal tumors for pain control and quality of life; Image-guided robotic stereotactic body radiotherapy for benign spinal tumors: the University of California San Francisco preliminary experience; Incidence and predictive factors of pain flare after spine stereotactic body radiation therapy: secondary analysis of phase 1/2 trials; Pain flare is a common adverse event in steroid-naive patients after spine stereotactic body radiation therapy: a prospective clinical trial; Image-guided and intensity-modulated radiosurgery for patients with spinal metastasis; Spinal reirradiation after short-course RT for metastatic spinal cord compression; Stereotactic body radiosurgery for spinal metastatic disease:an evidence-based review; Vertebral compression fracture after stereotactic body radiotherapy for spinal metastases; Risk of fracture after single fraction image-guided intensity-modulated radiation therapy to spinal metastases; Vertebral compression fracture (VCF) after spine stereotactic body radiation therapy (SBRT): analysis of predictive factors; Vertebral compression fracture risk after stereotactic body radiotherapy for spinal metastases; Spine stereotactic body radiotherapy for renal cell cancer spinal metastases: analysis of outcomes and risk of vertebral compression fracture; ACR Appropriateness Criteria((R)) spinal bone metastases; Palliative radiotherapy for bone metastases: an ASTRO evidence-based guideline; ACR appropriateness criteria(R) non-spine bone metastases",,201800007
Public health and international epidemiology for radiology,,Pongpirul K.; Lungren M.P.,,2018-12-31,60028190; 60015615; 60006183; 60020543; 60032838; 60012708,"The untilled fields of public health; Committee for the Study of the Future of Public Health; Bridging radiology and public health: the emerging field of radiologic public health informatics; Radiology and public health; The role of radiology in influenza: novel H1N1 and lessons learned from the 1918 pandemic; Neural networks and statistical techniques: a review of applications; Big data and the future of radiology informatics; Artificial intelligence:threat or boon to radiologists?; Precision radiology: predicting longevity using feature engineering and deep learning methods in a radiomics framework; Predicting the future - big data, machine learning, and clinical medicine; Big data and machine learning-strategies for driving this bus: a summary of the 2016 intersociety summer conference; Machine learning in radiology:applications beyond image interpretation; Global cancer statistics; The descriptive epidemiology of female breast cancer:an international comparison of screening, incidence, survival and mortality; Mammography screening and risk of breast cancer death: a population-based case-control study; Increasingly strong reduction in breast cancer mortality due to screening; Improved breast cancer survival following introduction of an organized mammography screening program among both screened and unscreened women:a population-based cohort study; Breast cancer risk factors in Queensland women attending population-based mammography screening; Balancing sensitivity and specificity: sixteen year's of experience from the mammography screening programme in Copenhagen, Denmark; Overdiagnosis of breast cancer after 14 years of mammography screening; What do patients want to know? Questions and concerns regarding mammography expressed through social media; Ditching the disc: the effects of cloud-based image sharing on department efficiency and report turnaround times in mammography; Modeling the impact of global tuberculosis control strategies; The growing burden of tuberculosis: global trends and interactions with the HIV epidemic; An outbreak of tuberculosis with accelerated progression among persons infected with the human immunodeficiency virus; Exogenous reinfection with multidrug-resistant Mycobacterium tuberculosis in an immunocompetent patient; Effect of improving the quality of radiographic interpretation on the ability to predict pulmonary tuberculosis relapse; American thoracic society/centers for disease control and prevention/infectious diseases society of america:treatment of tuberculosis; Reducing the global burden of tuberculosis: the contribution of improved diagnostics; Estimation of prevalence of bacillary tuberculosis on the basis of chest X-ray and/or symptomatic screening; Interventions to reduce tuberculosis mortality and transmission in low- and middle-income countries; Expanding the WHO tuberculosis control strategy: rethinking the role of active case-finding; Studies on the accuracy of diagnostic procedures; Differences in radiological patterns, tumour characteristics and diagnostic precision between digital mammography and screen-film mammography in four breast cancer screening programmes in Spain; Fusion of local and global detection systems to detect tuberculosis in chest radiographs; Computer-aided detection of tuberculosis among high risk groups: potential for automated triage; Colon cancer: a review of the epidemiology; Preventive services task force recommendation statement; Implementation of colon cancer screening:techniques, costs, and barriers; Computed tomography colonography: the future of colon cancer screening; Accuracy of CT colonography for detection of large adenomas and cancers; Participation and yield of colonoscopy versus non-cathartic CT colonography in population-based screening for colorectal cancer: a randomised controlled trial; Current role and future potential of computed tomographic colonography for colorectal polyp detection and colon cancer screening- incidental findings; Current treatment of unresectable lung cancer; A case-control study for evaluating lung cancer screening in Japan; The efficacy of lung cancer screening conducted in 1990s:four case-control studies in Japan; A population-based cohort study of chest x-ray screening in smokers: lung cancer detection findings and follow-up; Screening by chest radiograph and lung cancer mortality: the prostate, lung, colorectal, and ovarian (PLCO) randomized trial; Lung cancer screening with sputum cytologic examination, chest radiography, and computed tomography: an update for the U.S; Introduction to radiation safety and monitoring; Radiation protection of medical staff; Radiation safety for anesthesia providers; SCAI consensus document on occupational radiation exposure to the pregnant cardiologist and technical personnel; Hand exposure to ionising radiation of nuclear medicine workers; Radiation safety for the speech-language pathologist; A quality assurance program in dental radiographic units in western Greece; Patient self-attenuation and technologist dose in positron emission tomography; Radiation safety in the era of helical CT:a patient-based protection program currently in place in two community hospitals in New Hampshire; Radiation safety in the neonatal intensive care unit: too little or too much concern?; Environmental impact of cardiac imaging tests for the diagnosis of coronary artery disease; Radiation exposure and patient dose in cardiology; Balancing the risks of radiation and anesthesia in pediatric patients",,201800000
